,price,predict_price,residuals
560,8490000,6085707.236064996,2404292.7639350044
561,2700000,2773051.2398839174,-73051.23988391738
562,1600000,1010802.9578021211,589197.0421978789
563,4290000,4863234.247864014,-573234.2478640135
564,2900000,3382300.287239789,-482300.28723978903
565,1300000,1518763.3325676383,-218763.33256763825
566,3500000,3232877.4942667605,267122.50573323946
567,4390000,4739015.996374941,-349015.99637494143
568,1190000,1662960.3042156356,-472960.30421563564
569,3300000,3036502.401354282,263497.59864571784
570,3500000,3401584.7478579413,98415.25214205869
571,2370000,1660894.6366329575,709105.3633670425
572,6150000,5803392.15688951,346607.84311048966
573,7990000,5092358.355767638,2897641.6442323616
574,7750000,5367850.844551653,2382149.1554483473
575,6430000,6710933.809167891,-280933.8091678908
576,6500000,5997394.827127536,502605.1728724642
577,3200000,2065955.6228055442,1134044.3771944558
578,1365000,2322598.0064494954,-957598.0064494954
579,1050000,1723779.0525745894,-673779.0525745894
580,8500000,6255815.086625068,2244184.9133749316
581,5990000,5909093.786756511,80906.21324348915
582,5150000,6017710.266041921,-867710.2660419215
583,8700000,7586618.334524537,1113381.6654754626
584,3900000,3753712.1677554734,146287.8322445266
585,1100000,1054258.0741673857,45741.9258326143
586,4500000,4710925.766675887,-210925.7666758867
587,3400000,4233673.60670161,-833673.6067016097
588,8980000,7729366.293835451,1250633.706164549
589,4790000,4460637.438068449,329362.56193155143
590,2000000,2101937.482999201,-101937.48299920093
591,2350000,2158329.4473414766,191670.55265852343
592,1650000,2622175.916829549,-972175.9168295488
593,1700000,1910076.4794397643,-210076.47943976428
594,6900000,6639569.565758509,260430.43424149137
595,1990000,2463226.6909227083,-473226.69092270825
596,3590000,3134010.503800234,455989.4961997662
597,6690000,6434758.812380605,255241.18761939462
598,8300000,6346970.564050837,1953029.4359491626
599,2790000,2622030.871244017,167969.12875598297
600,4790000,5770924.410805338,-980924.4108053381
601,5150000,4115801.9019615026,1034198.0980384974
602,4400000,4296625.790819133,103374.2091808673
603,2490000,3484736.7720533535,-994736.7720533535
