,price,predict_price,residuals
554,3890000,4611185.440329058,-721185.4403290581
555,4550000,6744169.4110027915,-2194169.4110027915
556,3800000,3993774.2876889175,-193774.28768891748
557,3000000,2938120.3942143004,61879.60578569956
558,5290000,5686930.945286854,-396930.94528685417
559,3700000,3893439.473222046,-193439.47322204616
560,8490000,6085708.405826629,2404291.594173371
561,2700000,2773043.602549389,-73043.602549389
562,1600000,1010799.1520611076,589200.8479388924
563,4290000,4863197.434374029,-573197.4343740288
564,2900000,3382296.4243746772,-482296.42437467724
565,1300000,1518755.365433313,-218755.36543331295
566,3500000,3232869.7784995846,267130.22150041535
567,4390000,4739007.478354444,-349007.4783544438
568,1190000,1662961.1697558882,-472961.1697558882
569,3300000,3036500.7746868655,263499.2253131345
570,3500000,3401573.3666051254,98426.63339487463
571,2370000,1660908.2527783718,709091.7472216282
572,6150000,5803365.740900806,346634.25909919385
573,7990000,5092354.15363191,2897645.8463680902
574,7750000,5367837.122067758,2382162.877932242
575,6430000,6710933.605894274,-280933.6058942741
576,6500000,5997389.117507213,502610.8824927872
577,3200000,2065954.262357479,1134045.737642521
578,1365000,2322599.263365764,-957599.2633657642
579,1050000,1723794.847581816,-673794.8475818159
580,8500000,6255820.706105358,2244179.293894642
581,5990000,5909093.670668627,80906.32933137286
582,5150000,6017722.470003872,-867722.4700038722
583,8700000,7586608.680613565,1113391.3193864347
584,3900000,3753712.153812076,146287.84618792403
585,1100000,1054255.778794594,45744.22120540589
586,4500000,4710901.770312055,-210901.770312055
587,3400000,4233666.884248061,-833666.8842480611
588,8980000,7729374.219438537,1250625.780561463
589,4790000,4460641.5942753,329358.4057246996
590,2000000,2101939.7674546028,-101939.76745460276
591,2350000,2158326.6968375985,191673.30316240154
592,1650000,2622181.107970707,-972181.1079707071
593,1700000,1910069.791323279,-210069.79132327903
594,6900000,6639555.413463819,260444.58653618116
595,1990000,2463221.514706333,-473221.51470633317
596,3590000,3134036.96322525,455963.03677474987
597,6690000,6434763.95356905,255236.04643095005
598,8300000,6346993.882697751,1953006.1173022492
599,2790000,2622021.230461781,167978.7695382191
600,4790000,5770918.104505557,-980918.1045055566
601,5150000,4115800.8542947993,1034199.1457052007
602,4400000,4296621.425318375,103378.57468162477
603,2490000,3484738.275135356,-994738.275135356
604,7500000,5519179.2499969145,1980820.7500030855
